customer_id,customer_name,email_address,phone_number,date_of_birth,address_line1,city,state,postal_code,country_code,pan_number,loyalty_tier,customer_status,created_at
CUST0000045,Ranveer Dutta,dvarma@outlook.com,4701687339,1958-12-25,97 Yadav Road,Moradabad,Maharashtra,115664,GB,XCZDK2456J,Silver,ACTIVE,2024-09-15T02:24:53
CUST0000046,Janani Mani,rajuyamini@gmail.com,12345,1992-09-04,"86/80, Barad Nagar",Thoothukudi,Uttar Pradesh,586993,DE,MGIUN7872U,Platinum,ACTIVE,2020-01-03T11:20:19
CUST0000047,Maya Mistry,yashica88@example.com,9470551694,1992-02-14,99/309 Garde Chowk,Siliguri,Uttarakhand,369338,US,MBCUA3091J,Gold,INACTIVE,2024-02-06T22:20:27
CUST0000048,Samar Roy,tbhatia@gmail.com,8385786527,1992-11-12,49/733 Misra Road,Bihar Sharif,Tripura,616740,SG,EWJYU4375R,Silver,ACTIVE,2022-06-17T18:44:27
CUST0000049,Jairaj Raghavan,xpai@outlook.com,4041574733,1962-10-17,199 Kibe Ganj,Bettiah,Haryana,336508,IN,VTEGR3016X,Bronze,ACTIVE,2023-03-02T22:23:31
CUST0000050,Abdul Dugar,esoni@gmail.com,4540193802,1972-05-29,24 Andra Nagar,Tezpur,Punjab,337212,GB,PIHFI1547G,Silver,ACTIVE,2023-09-08T16:49:34
CUST0000051,Anjali Hans,narayanannicholas@yahoo.com,4205493296,1961-10-25,"12, Sood Street",Kulti,Andhra Pradesh,443874,DE,WRVTL4637U,Gold,ACTIVE,2026-07-01T01:14:45
CUST0000052,Advika Parsa,daviddani@example.com,4268414593,2006-09-09,"95, Sinha Marg",Shahjahanpur,Sikkim,150350,US,HTXEK9187H,Silver,ACTIVE,2021-08-08T23:06:22
CUST0000053,Yashasvi Jain,niteshnarang@gmail.com,1397187072,1971-05-04,"74/06, Aggarwal Road",Adoni,Assam,269748,DE,IDEEC0651S,Gold,ACTIVE,2026-06-01T17:30:16
CUST0000054,Pranit Deshmukh,yprasad@example.com,6618251286,1980-11-07,"H.No. 478, Wali Marg",Berhampur,Haryana,296868,SG,MUWHC7524Z,Platinum,ACTIVE,2022-05-29T16:30:00
CUST0000055,Amol Khosla,ekalingachaudhuri@yahoo.com,7903067383,1998-12-22,959 Nagi,Barasat,Chhattisgarh,561229,IN,RDJLV8364L,Gold,INACTIVE,2023-10-13T12:16:44
CUST0000056,Warhi Batta,lakshmi85@outlook.com,6246287334,1972-11-26,88 Rama Street,Rohtak,Gujarat,457546,DE,FIUMD5175R,Platinum,ACTIVE,2023-11-03T18:53:55
CUST0000057,Balveer Bora,teerthsrinivas@yahoo.com,5403317393,1955-08-31,H.No. 67 Parmer Circle,Bhilwara,Kerala,919938,GB,ZUEWU8771N,Platinum,ACTIVE,2026-02-03T04:35:44
CUST0000058,Dhriti Sachdev,kantmadhav@gmail.com,4899642353,1970-05-18,54/77 Ganguly Chowk,Gulbarga,Chhattisgarh,579653,IN,PDHCE8728Q,Bronze,INACTIVE,2023-04-26T04:35:54
CUST0000059,Abeer Sachar,vihaanbir@yahoo.com,0387509977,1977-07-18,H.No. 084 Mangat Circle,Ambala,Uttarakhand,574548,DE,HJPMN6211H,Bronze,INACTIVE,2022-01-17T14:28:28
CUST0000060,Irya Loke,xbrar@outlook.com,7933410166,1962-09-18,"02/176, Chandran Path",Berhampur,Gujarat,980817,US,ERRIK9740Q,Bronze,ACTIVE,2023-12-20T19:08:08
CUST0000061,Praneel Murty,johalmaanas@outlook.com,1429396856,2000-07-01,H.No. 163 Oak Zila,Khammam,Andhra Pradesh,656334,SG,WJYBL4773R,Bronze,INACTIVE,2024-01-25T19:38:27
CUST0000062,Frederick Merchant,ethanbutala@outlook.com,2626551104,2012-03-26,"126, Vala Chowk",Kota,Andhra Pradesh,656657,US,MMYUY1581A,Gold,ACTIVE,2021-02-14T06:01:50
CUST0000063,Odika Rama,kibeomkaar@outlook.com,2244472126,1963-08-23,H.No. 543 Hayre Chowk,Aligarh,Chhattisgarh,667092,SG,NYZVC4065V,Platinum,ACTIVE,2023-02-14T01:46:51
CUST0000064,Laban Mital,sai75@example.com,6547935646,1976-08-07,"82/80, Kadakia Chowk",Jalna,Uttarakhand,508705,SG,OTPQQ1672J,Platinum,ACTIVE,2025-03-31T11:43:14
CUST0000065,Krishna Borah,lsrinivas@outlook.com,8868058911,1976-11-30,"65/61, Chaudhari Nagar",Korba,Mizoram,100370,IN,OCXZD8899X,Gold,INACTIVE,2023-06-30T07:36:01
CUST0000066,Hemani Bakshi,scheema@gmail.com,1125457387,1955-04-25,75/140 Bajaj Zila,Moradabad,Sikkim,891852,DE,JKVJB2382D,Silver,ACTIVE,2025-05-23T05:50:04
CUST0000067,Nidhi Gour,rachanarandhawa@outlook.com,9379660334,1985-02-06,"H.No. 53, Comar Chowk",Unnao,Mizoram,924508,US,ZLHWW5969D,Platinum,ACTIVE,2022-03-03T09:03:00
CUST0000068,Chameli Chad,dhritidalal@yahoo.com,4125286692,1956-04-30,"82, Ganesan Circle",Tumkur,Chhattisgarh,337298,GB,DWAFI2579M,Silver,ACTIVE,2021-05-20T21:19:58
CUST0000069,Yashasvi Talwar,aswamy@outlook.com,7219034043,1968-06-19,78/81 Comar,Tinsukia,Uttarakhand,564919,US,INBGV5807P,Gold,ACTIVE,2020-02-14T23:11:00
CUST0000070,Chameli Bali,wlall@gmail.com,7133959629,1996-09-15,"58/49, Ganguly Circle",Jalna,Jharkhand,426275,SG,IWYAD9481R,Bronze,BLOCKED,2025-04-13T08:27:12
CUST0000071,Kevin Krish,ekantakota@example.com,7294667116,1976-10-22,59 Chander Nagar,Secunderabad,West Bengal,962181,IN,BNFRU1863S,Platinum,ACTIVE,2020-10-15T12:25:44
CUST0000072,Kalpit Sundaram,chanakya01@yahoo.com,0127706324,1953-09-04,H.No. 15 Ben Street,Farrukhabad,Telangana,500033,GB,ANEEI3611L,Bronze,ACTIVE,2024-10-10T21:17:54
CUST0000073,Zilmil Saxena,anandhemal@outlook.com,6271361115,2012-01-13,218 Anand,Gandhidham,Kerala,933047,DE,RCNFG3269I,Gold,ACTIVE,2025-11-11T03:45:06
CUST0000074,Leena Panchal,ymurty@gmail.com,3413899940,2004-02-16,"64/037, Chowdhury Marg",Panchkula,Rajasthan,728146,GB,XUIYK9180A,Silver,ACTIVE,2024-11-06T15:21:09
CUST0000075,Orinder Sinha,badalekansh@gmail.com,4300684866,2007-03-30,"H.No. 14, Vaidya Zila",Bhatpara,Nagaland,210299,GB,TSBUP5691D,Gold,ACTIVE,2025-09-11T11:58:20
CUST0000076,Gabriel Saraf,settychristopher@example.com,2102027588,2009-11-02,"41/056, Viswanathan Road",Firozabad,Tamil Nadu,976920,GB,GXDFK9177K,Gold,ACTIVE,2020-02-22T03:40:55
CUST0000077,Nakul Kumer,daliavedant@example.com,0030756220,1971-10-12,654 Pradhan Zila,Ambala,Sikkim,714239,DE,CZEDS0238X,Silver,BLOCKED,2024-11-11T09:40:32
CUST0000078,Falak Chadha,xanand@gmail.com,4949375973,1993-10-08,"03, Pal Circle",Thanjavur,Andhra Pradesh,687905,SG,HPAFD6413J,Platinum,BLOCKED,2025-10-26T13:55:46
CUST0000079,Girik Bassi,zinalsachar@gmail.com,7191826199,2003-12-24,"H.No. 45, Narain Marg",Bidhannagar,Himachal Pradesh,213034,SG,XXLGJ3132G,Bronze,BLOCKED,2021-01-23T04:16:37
CUST0000080,Shivani Shukla,niharika18@outlook.com,3747411249,1982-05-12,"H.No. 356, Bawa Circle",Bhilwara,Uttarakhand,708302,SG,JVJPG2067D,Platinum,ACTIVE,2020-06-12T12:38:41
CUST0000081,Logan Dara,bhatiatristan@example.com,3651994101,1991-05-03,"H.No. 10, Bedi Chowk",Chapra,Maharashtra,ABC123,SG,RBLWN6706L,Bronze,ACTIVE,2024-11-03T00:56:00
CUST0000082,Ati Sehgal,bakhshikorpal@outlook.com,7687014626,2000-11-11,"57, Sundaram Circle",Buxar,Mizoram,289517,IN,BUMOB5642Z,Gold,ACTIVE,2023-04-12T15:00:20
CUST0000083,Dalbir Sodhi,viraj21@gmail.com,3480396522,1990-12-19,05/99 Guha Street,Hosur,Jharkhand,990691,GB,DOMOB2701H,Gold,ACTIVE,2023-12-14T09:03:17
CUST0000084,Aadi Narula,kalpitoak@yahoo.com,5002921851,1990-01-05,"H.No. 45, Dugar Street",Morbi,Rajasthan,921779,IN,YWOQL5289L,Gold,ACTIVE,2022-12-13T05:50:49
CUST0000085,Damyanti Menon,peteragarwal@outlook.com,9029593917,2000-02-08,"H.No. 52, Nayak Zila",Hyderabad,Himachal Pradesh,908251,SG,QYGUA3315D,Gold,ACTIVE,2023-11-28T06:15:51
CUST0000086,Raksha Saini,odikatailor@example.com,5861793271,1957-12-22,H.No. 11 Garde Path,Nanded,Telangana,449976,GB,MNETB1815B,Silver,ACTIVE,2023-06-06T03:41:17
CUST0000087,Radha Dugar,chaudhurigarima@gmail.com,3688444310,2007-05-15,050 Chahal Marg,Ghaziabad,Meghalaya,525790,GB,KOSFE3103H,Platinum,ACTIVE,2024-04-16T07:21:36
CUST0000088,Mitali Sinha,flanka@yahoo.com,2565270477,1993-07-20,"115, Sachdev Circle",Begusarai,Arunachal Pradesh,467624,GB,REKPE6868T,Platinum,ACTIVE,2021-10-14T06:08:11
CUST0000089,Megha Banerjee,jaisen@yahoo.com,2332061632,1951-06-06,"H.No. 686, Nanda Circle",Saharsa,Manipur,216895,US,YAHAJ0998J,Gold,INACTIVE,2026-04-14T10:47:04
CUST0000090,Hitesh Chaudhuri,hemangini64@outlook.com,7997024629,1985-09-14,H.No. 30 Luthra Chowk,Jaipur,Karnataka,748513,IN,SRGOI4447T,Silver,ACTIVE,2021-01-05T21:46:17
CUST0000091,Ekani Luthra,mchakraborty@example.com,3678508214,1973-08-18,"330, Bali Ganj",Dhanbad,Kerala,252846,GB,GZOHR3457B,Gold,ACTIVE,2021-06-28T14:01:34
CUST0000092,Kashish Suresh,egoel@gmail.com,5241406029,1976-05-14,"H.No. 68, Andra Nagar",Mira-Bhayandar,Rajasthan,743217,SG,QMZTT2903T,Bronze,ACTIVE,2022-07-09T16:06:44
CUST0000093,Pallavi Puri,tripti43@gmail.com,4896910858,1972-01-23,17/154 Malhotra Path,Bihar Sharif,Gujarat,674606,US,ZZZMZ2830Q,Gold,ACTIVE,2025-07-18T08:10:21
CUST0000094,Logan Bal,qmerchant@outlook.com,6609935387,1972-01-05,"82/417, Kuruvilla Street",Thanjavur,Rajasthan,336802,DE,VTAYV1353X,Silver,ACTIVE,2020-02-20T10:48:21
CUST0000095,Chaitaly Sheth,singhalchatresh@outlook.com,7381684602,1951-11-12,72/52 Sura Zila,Belgaum,Karnataka,999186,SG,NWXKK0074W,Platinum,ACTIVE,2024-08-24T20:15:18
CUST0000096,Vrishti Chakrabarti,radhasanghvi@outlook.com,6760083505,1986-12-29,"33/542, Rajagopal Zila",Rourkela,Assam,295095,SG,UHMHV0447B,Platinum,BLOCKED,2024-05-04T09:31:14
CUST0000097,Hema Suri,raghav26@yahoo.com,3323098215,1973-08-24,"01/00, Saha Zila",Nadiad,Bihar,552266,GB,NSROA8472T,Gold,ACTIVE,2023-08-04T19:40:27
CUST0000098,Harrison Venkatesh,laksh61@yahoo.com,4117393483,1956-11-29,"H.No. 873, Narayanan Chowk",Delhi,Andhra Pradesh,826871,US,JFXGE1197U,Gold,ACTIVE,2026-01-13T21:04:45
CUST0000099,Aahana Kashyap,qminhas@outlook.com,0120455611,1958-09-02,"H.No. 57, Loyal",Serampore,Uttarakhand,922312,SG,ZDRYS5216E,Platinum,INACTIVE,2023-07-08T03:48:57
CUST0000100,Ojas Chowdhury,danieldutta@outlook.com,6979729659,1981-04-02,H.No. 670 Lal Zila,Ahmedabad,Tamil Nadu,852420,SG,QVHHS8993S,Silver,ACTIVE,2023-01-07T20:54:29
CUST0000101,Rachita Kothari,qpal@gmail.com,2890028772,1991-04-17,"H.No. 40, Kapoor Circle",Sambhal,Uttarakhand,748865,DE,ZKCFF3177C,Platinum,BLOCKED,2024-11-21T02:21:14
CUST0000102,Jagat Tank,chauhannetra@outlook.com,0880199488,1951-12-26,H.No. 375 Solanki Circle,Bidhannagar,Bihar,687159,DE,WOZSJ1305H,Bronze,ACTIVE,2025-05-06T05:23:02
CUST0000103,Hitesh Bath,waidadey@gmail.com,1493316373,2011-03-10,"91/779, Desai Circle",Kolkata,Mizoram,471628,IN,EGXLS0869L,Gold,BLOCKED,2022-10-29T01:00:14
CUST0000104,Kabir Chawla,gnagy@example.com,6934654722,1988-08-26,85/833 Mannan Ganj,Mira-Bhayandar,Tamil Nadu,838425,US,THWWJ2885E,Platinum,ACTIVE,2025-01-25T11:16:49
CUST0000105,Bhavika Sami,virkhredhaan@yahoo.com,6200342442,1979-08-27,"H.No. 71, Kapur",Patiala,Mizoram,343861,SG,AYRUJ4066D,Platinum,ACTIVE,2026-01-19T21:22:02
CUST0000106,Zayan Jain,okar@yahoo.com,9893347212,1950-08-11,H.No. 648 De Road,Bhimavaram,West Bengal,739206,IN,TJCJU4057M,Gold,BLOCKED,2021-05-05T02:35:07
CUST0000107,Charvi Swaminathan,elijah58@gmail.com,2818268861,1997-07-12,H.No. 54 Wali Ganj,Kishanganj,Uttarakhand,533807,US,PPNNP0157C,Silver,ACTIVE,2022-01-04T06:35:55
CUST0000108,Lakshmi Comar,ikunda@gmail.com,0858877043,2008-04-05,"880, Kade Zila",Khandwa,Uttarakhand,619018,IN,PEVRJ1386B,Gold,ACTIVE,2021-01-20T14:41:34
CUST0000109,Garima Barad,borahchatura@example.com,4819346676,1986-07-26,18/091 Bath,Secunderabad,Mizoram,499812,DE,FSWCY1449Z,Silver,ACTIVE,2022-01-19T03:29:24
CUST0000110,Urvi Dugar,labanraman@yahoo.com,2450882100,1981-11-11,"H.No. 35, Sachar Ganj",Nanded,Goa,286028,DE,HLQZK3943D,Gold,ACTIVE,2021-01-06T06:43:11
CUST0000111,Elijah Mannan,krishnaguneet@yahoo.com,9755231491,1986-01-05,H.No. 94 Dua,Satna,Maharashtra,310351,US,YOTVP2053B,Gold,ACTIVE,2023-10-23T16:26:48
CUST0000112,Jagvi Desai,varsha77@gmail.com,4781291428,1996-12-31,"H.No. 809, Ravel",Vadodara,Nagaland,370289,IN,PXJXZ4887O,Bronze,INACTIVE,2020-08-30T13:35:09
CUST0000113,Krish Shetty,ranganathanjanuja@gmail.com,3928272299,1965-02-12,"731, Pingle Road",Kalyan-Dombivli,Sikkim,101812,SG,EDCCP3856U,Bronze,ACTIVE,2023-08-31T14:00:30
CUST0000114,Anusha Lall,krisharadhakrishnan@yahoo.com,9184638655,1952-06-25,"27/23, Varkey Zila",Rajpur Sonarpur,Chhattisgarh,938900,SG,THQOA2259Z,Gold,ACTIVE,2021-12-07T06:51:44
CUST0000115,Ishaan Subramaniam,nsrinivas@example.com,6030299228,1966-04-23,"428, Bahl Marg",Guwahati,Gujarat,661212,US,KOAMJ7977Y,Gold,ACTIVE,2021-09-25T21:50:06
CUST0000116,Yasti Lalla,hemasetty@yahoo.com,3662103886,2001-06-30,"99, Wali Nagar",Tiruchirappalli,Meghalaya,285522,DE,XRPBH2980A,Silver,INACTIVE,2021-09-01T16:12:20
CUST0000117,Caleb Wagle,zkarnik@gmail.com,6599162473,2005-10-23,H.No. 30 Virk Nagar,Saharsa,Andhra Pradesh,140657,SG,XGJBP6356L,Bronze,ACTIVE,2023-04-08T03:55:26
CUST0000118,Advika Wason,npau@yahoo.com,6368872588,2011-04-12,62/137 Chaudhry Street,Danapur,Madhya Pradesh,289180,SG,KYOAZ5890F,Silver,ACTIVE,2025-07-31T07:01:57
CUST0000119,Urishilla Saran,bhattadya@outlook.com,5190669849,2005-01-05,H.No. 384 Bandi Ganj,Srikakulam,Goa,453786,DE,KFRXZ0530W,Platinum,ACTIVE,2021-04-21T20:11:14
CUST0000120,Nidra Iyer,biswasgautam@gmail.com,8955439376,1980-05-09,"81, Bora Circle",Mau,Bihar,358182,GB,QSCYK8489E,Silver,ACTIVE,2025-07-03T06:51:26
CUST0000121,Harinakshi Shanker,ebala@example.com,4163356588,1953-09-24,H.No. 651 Gokhale Circle,Satara,Kerala,475727,XX,VRMFV3942M,Platinum,BLOCKED,2021-02-08T18:55:36
CUST0000122,Wyatt Lanka,veerjain@gmail.com,9521117908,2009-07-11,94 Goswami Chowk,Sikar,Haryana,786611,GB,ZBEIC9208G,Platinum,INACTIVE,2022-04-03T10:17:15
CUST0000123,Meera Ghosh,sdara@yahoo.com,5003691559,1962-02-26,479 Pau Path,Panchkula,Maharashtra,569661,US,ZRCLK3655I,Gold,ACTIVE,2024-07-13T15:50:34
CUST0000124,Harish Madan,rachanaraj@example.com,2270267288,1957-05-23,90/61 Bhasin Street,Rohtak,Meghalaya,614290,IN,XXJJZ1754Q,Platinum,ACTIVE,2023-08-09T20:26:04
CUST0000125,Anmol Sabharwal,panchalrushil@example.com,4558771694,2004-09-11,99 Bora Marg,Nanded,Karnataka,507695,GB,TRMPZ3554R,Platinum,ACTIVE,2020-08-13T19:12:27
CUST0000126,Janani Verma,ksachdev@gmail.com,0234132611,1966-11-15,"H.No. 681, Lala Zila",Guwahati,Rajasthan,193519,GB,VSCOI6433I,Silver,ACTIVE,2020-07-15T19:27:10
CUST0000127,Ayush Banerjee,eshana77@gmail.com,8728299796,1954-03-27,83 Sathe Zila,Ambarnath,Maharashtra,417661,DE,AHWIW4240S,Silver,ACTIVE,2026-01-11T01:54:32
CUST0000128,Abhiram Swamy,amistry@example.com,4930853686,1995-08-11,34 Sami Zila,Hazaribagh,Tripura,649437,US,ZRAME9448L,Gold,ACTIVE,2022-05-28T03:35:30
CUST0000129,Bimala Choudhry,rsethi@example.com,3502080214,1966-08-30,"120, Kalla Chowk",Bidar,Jharkhand,332329,GB,VFWJD7570R,Bronze,ACTIVE,2025-07-21T07:31:37
CUST0000130,Ekbal Singhal,rehaankrishna@gmail.com,0136730371,1954-01-22,45/208 Das Circle,Ongole,Rajasthan,500019,US,QNHPO4350B,Bronze,ACTIVE,2020-01-20T08:45:08
CUST0000131,Alexander Ganesh,jagdish63@yahoo.com,0979251327,1965-11-19,"H.No. 528, Dass Zila",Muzaffarpur,Karnataka,508856,US,BSYWU8573I,Gold,ACTIVE,2020-07-02T05:40:37
